"CONSOLE_SERVER","CONSOLE_TELNETPORT","S6000_IP","S60_IP","HOST_IP","HOST_INTERFACE","NETMASK","GATEWAY","VLAN","UNTAG","LAN PORT","LAN IP","LAN MASK","WLAN PORT","WLAN IP","WLAN MASK"
"10.7.1.103","2048.0","10.7.20.18","10.7.20.10","10.7.100.47","X1","255.255.255.0","10.7.100.254","271.0","Gi 2/1","X4","2.1.1.1","255.0.0.0","X5","3.1.1.1","255.0.0.0"
