Address Objects,Address Groups,Address Group Depth,AO Per Address Group,Service Objects,Service Groups,Service Group Depth,SO Per Service Group,NAT Policies,VLANs,Zones,Local Users,User Groups,User Logins,Guest Users,Rules Per Table,DHCP Ranges,SonicPoint Per Interface,S2S VPN Policies,GroupVPN Policies,Static Routes,Tunnel interface,Static ARP Entries,Schedule Objects,Application Firewall Policies,Application Firewall APP Objects,Application Firewall Actions,Application Firewall Email User Objects,VPN Phase 1 SA's,VPN Phase 2 SA's,SSLVPN Connections,Botnet Filters,GeoIP Filters,Static Routes for FQDN,Max SD-WAN Groups,Max SD-WAN members,Max performance probes,Max performance child probes,Max path selection profile,Max performance class,Schedule Object Group Nesting Depth,Bandwidth Management Rules,Dynamic Routes (OSPF/RIP),Application Control Email Connections
1024,128,20,1024,1024,128,50,100,2048,128,506,2500,4096,5000,8000,11000,1024,192,6000,50,2048,512,300,100,500,500,500,500,15000,30000,100,512,512,2048,70,140,76,152,280,50,32,100,4096,128000
