Address Objects,Address Groups,Address Group Depth,AO Per Address Group,Service Objects,Service Groups,Service Group Depth,SO Per Service Group,NAT Policies,VLANs,Zones,Local Users,User Groups,User Logins,Guest Users,Rules Per Table,DHCP Ranges,SonicPoint Per Interface,S2S VPN Policies,GroupVPN Policies,Static Routes,Tunnel interface,Static ARP Entries,Schedule Objects,Application Firewall Policies,Application Firewall APP Objects,Application Firewall Actions,Application Firewall Email User Objects,VPN Phase 1 SA's,VPN Phase 2 SA's,SSLVPN Connections,Botnet Filters,GeoIP Filters,Static Routes for FQDN,REST API Agents,REST API User Logins
1024,20,10,1024,1024,20,20,40,512,25,30,150,256,150,200,2500,255,8,10,25,256,64,300,50,20,20,20,10,100,500,50,512,512,256,4,500
