Address Objects,Address Groups,Address Group Depth,AO Per Address Group,Service Objects,Service Groups,Service Group Depth,SO Per Service Group,NAT Policies,VLANs,Zones,Local Users,User Groups,User Logins,Guest Users,Rules Per Table,DHCP Ranges,SonicPoint Per Interface,S2S VPN Policies,GroupVPN Policies,Static Routes,Tunnel interface,Static ARP Entries,Schedule Objects,Application Firewall Policies,Application Firewall APP Objects,Application Firewall Actions,Application Firewall Email User Objects,VPN Phase 1 SA's,VPN Phase 2 SA's,SSLVPN Connections,Botnet Filters,GeoIP Filters,Static Routes for FQDN,Max SD-WAN Groups,Max SD-WAN members,Max performance probes,Max performance child probes,Max path selection profile,Max performance class,Schedule Object Group Nesting Depth,Bandwidth Management Rules,Dynamic Routes (OSPF/RIP),Application Control Email Connections
3096,2000,100,3096,1024,800,100,200,2048,128,518,3200,8192,5000,10000,1200,1024,128,10000,50,3072,1024,300,100,500,500,500,500,25000,32000,150,512,512,3072,102,204,108,216,408,50,32,100,4096,128000
