Address Objects,Address Groups,Address Group Depth,AO Per Address Group,Service Objects,Service Groups,Service Group Depth,SO Per Service Group,NAT Policies,VLANs,Zones,Local Users,User Groups,User Logins,Guest Users,Rules Per Table,DHCP Ranges,SonicPoint Per Interface,S2S VPN Policies,GroupVPN Policies,Static Routes,Tunnel interface,Static ARP Entries,Schedule Objects,Application Firewall Policies,Application Firewall APP Objects,Application Firewall Actions,Application Firewall Email User Objects,VPN Phase 1 SA's,VPN Phase 2 SA's,SSLVPN Connections,Botnet Filters,GeoIP Filters,Static Routes for FQDN,REST API Agents,REST API User Logins
3096,2000,100,3096,1024,800,100,200,2048,512,518,4000,8192,5000,10000,12000,1024,512,10000,50,3072,1536,300,100,500,500,500,500,25000,32000,3000,512,512,3072,48,100000
